-0.120384	1.737784
-1.199418	0.689751
-1.646486	-0.571406
-0.156613	-0.682093
-0.182550	-0.079793
-1.044027	1.239572
1.065498	1.364621
1.080103	1.605199
0.109292	1.048367
-0.939390	-0.743794
-0.985411	-1.669470
-0.838979	-1.583334
-1.003334	-0.332277
-0.814375	0.101964
-0.563696	-1.468665
-0.157819	-0.545772
0.344991	-0.619985
0.177527	0.513392
-1.424816	2.232790
-2.301732	2.630286
-2.471913	1.681271
-1.786508	0.418563
-0.935637	-0.311016
-0.744852	-0.815348
-0.427763	-0.629632
0.873714	0.296695
1.279349	-1.660659
0.130745	-1.256590
-1.067864	1.112723
-0.980511	-0.088217
0.089364	-1.106177
0.029189	-0.205641
-0.372669	-0.333140
-0.537772	-1.427115
-0.942523	-0.425189
-0.934607	1.343980
-0.897334	0.100556
-0.777975	-0.425219
-0.928789	0.120536
-1.264016	0.029413
-1.026336	-0.163333
-0.947180	-0.020874
-1.476322	-0.935954
-1.788199	-1.137238
-2.434966	-0.811521
-2.485676	-0.628018
0.400138	-1.093088
0.350252	-0.337105
-0.238505	0.930397
0.784706	0.184714
1.119445	-0.103560
0.366511	-0.707137
-0.752463	-0.986792
-0.481578	-1.511938
1.067043	-2.523443
0.996945	-2.509505
-0.264891	-1.010877
-0.555961	0.360774
-0.215165	0.398791
-0.357141	0.140569
0.865537	-0.816330
0.699111	-0.689799
-0.326245	0.394213
-0.625790	2.517387
-0.014894	1.000804
0.125436	-0.329606
0.476003	-0.361446
0.231862	0.281016
0.704913	-0.500472
0.753429	0.462080
0.485060	0.864697
0.694351	-1.337919
0.636312	-1.293188
0.478537	0.527642
0.382960	-0.648642
0.355809	0.263201
0.583929	-0.295501
1.365904	-0.584769
1.644620	-0.206534
0.973010	-1.412018
1.104501	-0.893181
1.517823	-0.486289
0.905995	0.200818
0.831583	-0.083551
-0.344498	0.871115
-0.724428	0.421373
-0.410441	0.205365
0.217239	0.419106
0.374625	-0.181212
0.735472	-0.484511
0.908273	0.374887
0.857482	0.031346
1.019629	-1.163705
1.294007	-1.099523
0.485027	-0.153854
-0.137013	-0.036560
-0.369422	-0.629861
-0.493609	0.460062
-0.319872	1.118238
-0.550857	1.226940
-1.200109	0.852937
-0.986902	0.643543
-1.514183	1.276765
-1.941763	1.603021
-0.366175	1.006729
0.294117	-0.283323
0.164606	-0.845612
0.552113	-0.851738
0.441296	-1.103159
-0.093315	-0.983793
-0.481432	0.066615
-0.473064	0.177510
0.080267	-0.241855
0.715498	-0.588918
1.047268	-1.551778
0.847661	-1.096976
0.506896	0.070237
-0.269693	0.889317
-1.021776	0.893490
-1.029534	0.264458
-1.027462	-0.653477
-1.355707	-0.780308
-1.252064	0.020505
-1.532426	-0.990429
-0.667460	-1.642375
0.041697	-0.394755
0.501670	0.088484
0.970696	-0.630395
0.352290	0.542435
-0.191590	1.404072
-0.415372	1.019372
-0.678836	0.273175
-0.655154	0.156599
-0.355601	0.563770
-0.097985	-0.672484
-0.733387	-2.737903
-0.080021	-2.280147
-0.203782	-0.201979
-1.006572	0.224840
-0.800712	-0.055676
-0.525375	0.004253
-0.209948	-0.271161
-0.296428	-0.401088
-1.144016	-0.649345
-0.408081	0.547754
-0.528836	0.567379
-1.419480	0.249939
-1.483647	-1.041918
-0.251262	-1.809702
0.031553	0.107664
0.609669	1.730995
0.113116	1.080928
-0.707564	-0.391693
-0.651425	-1.021108
-0.922325	-0.885551
-1.026991	-0.164122
-0.716805	0.647475
1.001364	-1.146844
0.657410	0.266099
0.006760	-0.229472
-1.664181	-1.642226
-2.450010	-1.424616
-2.074968	0.172913
-2.044964	1.331432
-0.742197	0.100285
0.541742	0.919264
-0.389998	0.948717
0.546107	0.558214
0.684643	-0.475686
0.478435	-1.043804
-1.392978	-2.276127
-0.421195	-2.807293
1.232861	-0.758971
-2.426735	1.209222
-1.747936	-0.999383
0.616541	-1.077560
-0.442858	0.404654
-0.701014	1.679583
0.456126	0.319016
0.757419	0.643144
-0.456982	-0.711083
-0.820895	0.251795
-1.224582	0.385903
-1.489924	-1.689369
-0.532343	-0.223720
-0.003185	0.853733
0.113365	-0.092392
-0.418541	1.122056
-0.360221	0.640362
0.022072	-0.576289
0.262965	-1.177262
0.042821	-0.668507
-0.898167	0.700402
-0.412328	0.859586
0.737845	0.449697
0.834300	-0.425448
0.193789	0.506179
-0.777005	0.598539
-1.546991	-0.187507
-1.926183	-0.702476
-0.795249	-0.124029
1.317640	-0.462950
0.779199	-0.596983
1.724398	-0.424168
1.166495	1.358493
0.784620	1.979013
0.556299	1.613217
0.466095	0.191778
-0.037114	0.557723
-0.579934	0.043305
0.160200	-2.292521
0.529500	-1.083328
-0.123102	-0.197654
0.154329	-0.071523
0.400002	-0.259870
-0.116972	0.871371
0.589179	0.902559
0.444296	-0.242514
-0.410549	-0.753688
-0.564735	0.022606
-0.822309	0.663299
-0.471868	0.282757
-0.014897	-0.486666
0.082702	-0.709930
0.248239	-1.193549
0.597016	-1.447369
0.747920	-1.047012
0.858560	-0.911192
1.539973	-1.004934
0.981684	-0.033750
0.347928	1.440889
0.080860	0.963725
0.216321	-0.905387
0.641157	1.284268
0.823956	1.552708
0.886001	0.465390
0.698660	0.599013
0.290877	0.593382
0.033785	0.365022
-0.757596	0.406797
-1.436827	0.351152
-1.790288	-0.829205
-1.966599	-1.206388
0.463937	-1.083238
1.416458	0.648684
1.434361	0.574067
1.750057	0.263710
1.205505	0.126270
0.447975	0.294571
0.115271	0.977080
-0.684037	1.367919
-0.857042	0.689614
-0.426965	-0.179487
-0.535660	0.169117
0.659565	1.211207
0.558187	-0.810653
0.398056	-0.757673
-0.104879	-0.422059
-0.233014	-0.466821
0.407392	0.276754
0.130298	-0.347710
0.291386	-0.592123
0.963376	-0.490902
0.850417	-0.667475
0.531763	0.114932
0.351177	-0.341553
0.341707	-0.030602
-0.156471	0.199819
0.635560	-0.217318
1.106649	-0.404038
-0.276340	0.154597
-0.340859	0.831382
-0.087844	0.023305
1.009812	0.768522
0.385320	-1.215039
0.804959	-1.822575
0.643038	-0.559022
0.035876	-0.110192
-0.523326	0.130755
-0.542616	0.042328
0.215226	-0.081867
0.566408	-0.068237
0.330396	0.947710
-0.570420	1.391231
-1.234316	1.011188
-0.723937	0.273211
-0.777132	-0.413940
-1.160871	-0.496936
0.578559	-0.396475
1.206811	-0.283189
0.918971	-0.766013
0.653974	-0.662537
1.630134	-0.256362
1.614002	1.930109
0.878605	0.370148
0.635917	-0.973302
0.440102	-0.789599
0.312653	0.664517
-0.027349	1.261942
-0.865329	0.506857
-1.539487	-0.105036
-1.899088	0.407677
-2.044988	0.140886
-1.660251	0.303783
-1.000372	0.800822
0.544281	-0.561303
0.536384	0.635533
1.166413	1.410598
1.786081	0.202963
0.207537	-0.765961
-0.639759	-0.875860
-0.006970	-1.092806
-0.216565	-0.345567
0.164077	0.573729
-0.188974	-1.234888
0.169936	-1.007837
0.212399	-0.943180
0.070608	0.134819
0.334406	0.488711
0.547186	-0.326702
0.982180	-0.858252
0.749045	-1.289118
0.891452	-0.113959
1.595793	1.735582
0.412840	0.816647
0.254456	-0.282406
0.340344	0.792984
-0.196343	2.246143
-0.111875	1.649349
-0.307645	1.122699
-0.481939	-0.692456
-0.296095	-0.696720
-0.303129	-0.379426
0.109443	-0.218402
0.031406	0.447852
-0.619234	0.243886
-1.325091	-1.799527
0.336257	-1.013475
-1.003955	0.591242
-2.488840	1.189028
-1.114332	0.435762
0.557985	-1.727805
0.731929	-0.757572
0.490706	0.045259
0.391642	0.192954
0.849459	-1.327707
1.241198	-1.470768
1.241909	-0.990423
0.396470	0.458614
0.365387	0.376530
-0.463086	1.038378
-1.679639	-0.313103
0.392778	-0.366877
0.888452	-0.907336
-0.944925	-1.073893
0.275837	0.467002
1.097073	-0.604756
1.424982	0.212376
2.043780	0.071981
1.669588	-0.610066
0.972277	-0.140699
0.601604	0.965638
0.486120	0.320929
0.084997	0.808878
-0.203932	1.732205
